nama,harga,tipe_review,kata_kunci
Sifu,119850.0,Very Positive,"Action,Martial Arts,Beat 'em up,Difficult,Third Person,Singleplayer,Souls-like,Crime,Blood,Indie,Swordplay,Dark,Arcade,Fighting,Action Roguelike,Dark Fantasy,Hack and Slash,War,Action RPG,Action-Adventure"
iRacing,71370.0,Very Positive,"Racing,Automobile Sim,Simulation,VR,Sports,Driving,Massively Multiplayer,Multiplayer,Realistic,Singleplayer,Controller,eSports,First-Person,Action"
Squad,260100.00000000006,Very Positive,"Military,Realistic,FPS,Multiplayer,Tactical,Shooter,Team-Based,War,First-Person,Action,Massively Multiplayer,Strategy,Modern,Simulation,Base Building,Wargame,Open World,Immersive Sim,Atmospheric,PvP"
Insurgency: Sandstorm,107120.0,Very Positive,"FPS,Realistic,Shooter,Military,Tactical,Multiplayer,Action,First-Person,War,Online Co-Op,Co-op,Gore,Violent,Difficult,Atmospheric,Simulation,Open World,Massively Multiplayer,Indie,Choices Matter"
Arma 3,156060.00000000003,Very Positive,"Military,Action,Multiplayer,Shooter,Simulation,Realistic,First-Person,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online Co-Op,Team-Based,Third-Person Shooter"
Grim Dawn,21970.0,Very Positive,"Action RPG,Hack and Slash,Dark Fantasy,RPG,Loot,Dungeon Crawler,Co-op,Dark,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Isometric,Atmospheric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded"
The Forest,106470.0,Overwhelmingly Positive,"Open World Survival Craft,Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Singleplayer,Atmospheric,Simulation,Gore,Realistic,Indie,Zombies,Early Access"
A Plague Tale: Requiem,239850.0,Very Positive,"Adventure,Action,Action-Adventure,Exploration,Cinematic,Interactive Fiction,Third Person,Atmospheric,3D,Realistic,Female Protagonist,Dark,Alternate History,Emotional,Drama,Medieval,Historical,Singleplayer,Mystery,Narration"
Ready or Not: Home Invasion,82350.0,Mixed,"Tactical,Realistic,FPS,Shooter,Multiplayer,Co-op,Singleplayer,First-Person,Action,Horror,Violent,Gun Customization,Combat,Crime,Gore,Modern,Atmospheric,America,Co-op Campaign,Psychological Horror"
The Witcher 3: Wild Hunt,225420.00000000006,Overwhelmingly Positive,"Open World,RPG,Story Rich,Atmospheric,Mature,Fantasy,Adventure,Singleplayer,Nudity,Choices Matter,Great Soundtrack,Third Person,Medieval,Action,Multiple Endings,Action RPG,Magic,Dark Fantasy,Dark,Sandbox"
Arma Reforger,260100.00000000006,Mostly Positive,"Simulation,Action,Shooter,Military,Strategy,Realistic,FPS,Sandbox,First-Person,Real Time Tactics,War,Tactical,Third Person,Open World,Multiplayer,PvE,PvP,Cold War,1980s,Moddable"
Dying Light,200850.0,Overwhelmingly Positive,"Zombies,Survival Horror,Horror,Online Co-Op,Open World,Parkour,First-Person,Survival,Open World Survival Craft,Gore,FPS,Action,PvE,Stealth,PvP,Post-apocalyptic,Story Rich,Multiplayer,Hack and Slash,Action RPG"
Marvel’s Spider-Man Remastered,260100.00000000006,Overwhelmingly Positive,"Open World,Superhero,Action,Singleplayer,Story Rich,Adventure,Combat,Action-Adventure,Third Person,Parkour,Comic Book,Exploration,Beautiful,Stealth,Great Soundtrack,Funny,Atmospheric,Sci-fi,Multiplayer,Controller"
Among Us,38870.0,Very Positive,"Multiplayer,Online Co-Op,Social Deduction,Space,Survival,2D,Funny,Psychological,Co-op,Party Game,Cartoony,Local Multiplayer,Casual,Action,PvP,Sci-fi,Minigames,Top-Down,Aliens,Colorful"
REMNANT II®,260100.00000000006,Very Positive,"Souls-like,Action,Adventure,Co-op,RPG,Third-Person Shooter,Shooter,Dark,Action-Adventure,Post-apocalyptic,Multiplayer,Online Co-Op,Combat,Horror,Third Person,Atmospheric,PvE,Controller,Singleplayer,Gore"
Horizon Forbidden West™ Complete Edition,260100.00000000006,Very Positive,"Singleplayer,Open World,Female Protagonist,Action,RPG,Exploration,Post-apocalyptic,Story Rich,Third Person,Sci-fi,Robots,Action RPG,Adventure,Atmospheric,Great Soundtrack,LGBTQ+,Controller,Action-Adventure,Stealth,Multiplayer"
Destiny 2: The Final Shape,260100.00000000006,Very Positive,"Free to Play,Open World,FPS,Looter Shooter,MMORPG,Co-op,PvE,PvP,Multiplayer,Shooter,Action,Adventure,Massively Multiplayer,Loot,First-Person,Sci-fi,Lore-Rich,Space,Competitive,Atmospheric"
Total War: PHARAOH,260100.00000000006,Mixed,"Strategy,RTS,Grand Strategy,Action,Tactical,War,Multiplayer,Atmospheric,Singleplayer,Turn-Based Strategy,PvP,Historical,4X,Capitalism,Rome,Management,Psychological Horror,Sexual Content,NSFW,Nudity"
"Warhammer 40,000: Boltgun",175350.0,Very Positive,"Boomer Shooter,FPS,Retro,Warhammer 40K,Shooter,Action,Pixel Graphics,Old School,First-Person,Arcade,Gore,1990's,Violent,Singleplayer,Demons,Sci-fi,Fantasy,Indie,Arena Shooter,Games Workshop"
JoJo's Bizarre Adventure: All-Star Battle R,224850.0,Very Positive,"Anime,Action,Fighting,PvP,Multiplayer,2D Fighter,3D Fighter,Memes,2D,Great Soundtrack,3D,Colorful,Story Rich,Violent,2.5D,Local Co-Op,2D Platformer,Controller,Arcade,Sexual Content"
The Last of Us™ Part I,260100.00000000006,Mostly Positive,"Story Rich,Shooter,Post-apocalyptic,Action-Adventure,Horror,Third-Person Shooter,Zombies,Third Person,Survival,Action,Thriller,Emotional,Singleplayer,Adventure,Cinematic,Survival Horror,Atmospheric,Drama,Remake,Soundtrack"
Sniper Elite 4,77870.0,Very Positive,"Sniper,Action,Multiplayer,Shooter,War,Stealth,World War II,Co-op,Singleplayer,Third Person,Open World,Violent,Third-Person Shooter,Gore,FPS,Adventure,Tactical,First-Person,Mature,Strategy"
PANICORE,44850.0,Mostly Positive,"Horror,Online Co-Op,Multiplayer,Psychological Horror,PvE,First-Person,Action Roguelike,Singleplayer,Action-Adventure,Stealth,Roguelite,Action,Casual,Atmospheric,Co-op,Psychological,Dark,Survival,Adventure,Indie"
Grounded,194850.0,Very Positive,"Survival,Multiplayer,Co-op,Open World Survival Craft,Base Building,Crafting,Adventure,Open World,Horror,Online Co-Op,Exploration,Action,Sandbox,First-Person,Singleplayer,RPG,Third Person,Cute,Early Access,Funny"
Cuphead,106470.0,Overwhelmingly Positive,"Difficult,Cartoon,Co-op,Platformer,Great Soundtrack,Local Co-Op,2D,Hand-drawn,Multiplayer,Indie,Retro,Cartoony,Bullet Hell,Action,Shoot 'Em Up,Singleplayer,Side Scroller,Colorful,Funny,Souls-like"
Dead Cells,110370.0,Overwhelmingly Positive,"Adventure,Metroidvania,Pixel Graphics,Action Roguelike,2D,Roguelike,Souls-like,Roguelite,Replay Value,Hack and Slash,Difficult,Platformer,Singleplayer,Roguevania,Action,Dark Fantasy,Procedural Generation,Atmospheric,Funny,Indie"
THE FINALS - Metro Drifter Set,260100.00000000006,Very Positive,"Action,Free to Play,Violent"
Beat Saber,157350.0,Overwhelmingly Positive,"VR,Rhythm,Music,Moddable,Fast-Paced,Singleplayer,First-Person,Difficult,Multiplayer,Indie,Swordplay,Action,Sports,Futuristic,Casual,Great Soundtrack,Games Workshop,Music-Based Procedural Generation,PvP,Early Access"
DARK SOULS™ III,225420.00000000006,Very Positive,"Souls-like,Dark Fantasy,Difficult,RPG,Atmospheric,Lore-Rich,Third Person,Exploration,Story Rich,Action RPG,Co-op,Great Soundtrack,Adventure,Action,Multiplayer,PvP,Open World,Singleplayer,Character Customization,Replay Value"
Assassin's Creed® Unity,71370.0,Mostly Positive,"Open World,Parkour,Assassin,Co-op,Stealth,Historical,Action,Adventure,Multiplayer,Third Person,Online Co-Op,Singleplayer,Atmospheric,Story Rich,Great Soundtrack,RPG,Action RPG,Tactical,Simulation,Beautiful"
Pummel Party,90870.0,Very Positive,"Multiplayer,Funny,Online Co-Op,4 Player Local,Board Game,Party Game,Minigames,Casual,Local Multiplayer,Co-op,Party,Local Co-Op,Action,Indie,Comedy,Tabletop,Controller,Gore,Colorful,Singleplayer"
DJMAX RESPECT V,260100.00000000006,Very Positive,"Rhythm,Music,Casual,Action,Anime,Multiplayer,Singleplayer,Competitive,Arcade,2D,Cute,Early Access,Pixel Graphics,3D,Difficult,Fantasy,PvP,PvE,Sports,Great Soundtrack"
Blade and Sorcery,157350.0,Overwhelmingly Positive,"VR,Swordplay,Moddable,Action,Gore,Magic,Sandbox,Violent,Physics,Simulation,Medieval,Fighting,First-Person,Singleplayer,Fantasy,Adventure,RPG,Indie,Early Access,Games Workshop"
Mafia: Definitive Edition,260100.00000000006,Very Positive,"Open World,Action,Crime,Story Rich,Singleplayer,Adventure,Sexual Content,Third-Person Shooter,Multiplayer,Remake,Violent,Third Person,Classic,Mature,Atmospheric,Shooter,Noir,Gore,Great Soundtrack,Racing"
Bellwright,157350.0,Mostly Positive,"Survival,Open World,Crafting,Medieval,Online Co-Op,City Builder,Simulation,RPG,Multiplayer,Building,Strategy,Life Sim,Exploration,Action,Co-op,Singleplayer,Third Person,Early Access,War,3D"
Atlas Fallen: Reign Of Sand,260100.00000000006,Mostly Positive,"Action,Adventure,Action RPG,Action-Adventure,Exploration,3D,Online Co-Op,Fantasy,Cinematic,Demons,Loot,Magic,Mystery,Supernatural,Singleplayer,Combat,Female Protagonist,Narration,RPG,Story Rich"
Overcooked! 2,110370.0,Very Positive,"Multiplayer,Online Co-Op,Local Co-Op,Co-op,Casual,Funny,Cooking,4 Player Local,Indie,Local Multiplayer,Action,Family Friendly,Cute,Controller,Comedy,Singleplayer,Difficult,Simulation,Strategy,Colorful"
Hollow Knight,90870.0,Overwhelmingly Positive,"Metroidvania,Souls-like,Platformer,Great Soundtrack,Difficult,2D,Indie,Singleplayer,Atmospheric,Exploration,Adventure,Story Rich,Hand-drawn,Action,Multiple Endings,Dark Fantasy,Open World,Cute,Controller,Side Scroller"
Chivalry 2,194850.0,Very Positive,"Massively Multiplayer,Swordplay,Medieval,Hack and Slash,Gore,Multiplayer,Historical,Action,PvP,First-Person,War,Combat,Military,FPS,3D,Third Person,Atmospheric,Comedy,Wargame,3D Fighter"
New World,260100.00000000006,Mixed,"Open World,Massively Multiplayer,MMORPG,RPG,Adventure,Action,PvP,PvE,Multiplayer,Fantasy,Character Customization,Walking Simulator,Crafting,Third Person,Co-op,Open World Survival Craft,Sandbox,Violent,Sexual Content,Singleplayer"
Lies of P,260100.00000000006,Very Positive,"Souls-like,Action,Dark Fantasy,Action RPG,Exploration,Third Person,Singleplayer,Story Rich,Adventure,Dark,Steampunk,3D,Atmospheric,RPG,Choices Matter,Multiple Endings,Gothic,Violent,Replay Value,Difficult"
Barotrauma,104850.0,Very Positive,"Co-op,Multiplayer,Survival,Submarine,Survival Horror,2D,Horror,Underwater,Sci-fi,Simulation,Management,Strategy,Action,Moddable,Difficult,Gore,Violent,Singleplayer,Naval,Early Access"
Half-Life: Alyx,260100.00000000006,Overwhelmingly Positive,"VR,FPS,Horror,Story Rich,Female Protagonist,Shooter,Singleplayer,First-Person,Action,Sci-fi,Atmospheric,Zombies,Beautiful,Aliens,Adventure,Futuristic,Psychological Horror,Memes,Great Soundtrack,Gore"
Kingdom Rush 5: Alliance TD,122849.99999999999,Very Positive,"Strategy,Tower Defense,2D,Cartoon,Cartoony,Dragons,Singleplayer,Fantasy,Building,Funny,Medieval,Indie,Action,Adventure,Comedy,Magic,Dark"
Muse Dash,44850.0,Very Positive,"Music,Rhythm,Anime,Cute,Sexual Content,Female Protagonist,Casual,Great Soundtrack,Singleplayer,2D,Colorful,Indie,Hentai,Action,Difficult,Funny,Arcade,Beautiful,Mature,Nudity"
FINAL FANTASY XIV: Dawntrail,260100.00000000006,Mixed,"MMORPG,RPG,Massively Multiplayer,Fantasy,Character Customization,Story Rich,JRPG,Multiplayer,Open World,Adventure,Magic,Third Person,Action,Atmospheric,Co-op,Exploration,Action RPG,Female Protagonist,Online Co-Op,Crafting"
Lost Castle 2,104850.0,Mostly Positive,"Multiplayer,Action Roguelike,Roguelite,Online Co-Op,Action,Funny,Cartoon,Combat,Adventure,Co-op,2.5D,Singleplayer,RPG,Indie,2D,Action-Adventure,Beat 'em up,Early Access,Magic,Sexual Content"
Elite Dangerous,31850.000000000004,Mostly Positive,"Space Sim,Space,Open World,Exploration,Sci-fi,Simulation,Massively Multiplayer,Multiplayer,VR,First-Person,Action,Adventure,Sandbox,Online Co-Op,Singleplayer,Trading,RPG,Difficult,Strategy,TrackIR"
Dragon's Dogma 2,260100.00000000006,Mixed,"Open World,RPG,Action RPG,Action,Fantasy,Adventure,Singleplayer,Dragons,Action-Adventure,Magic,Medieval,Swordplay,Character Customization,Physics,Third Person,Artificial Intelligence,Lore-Rich,Multiplayer,3D,PvE"
Battlefield™ V,260100.00000000006,Mostly Positive,"FPS,Multiplayer,World War II,Singleplayer,Shooter,War,Military,First-Person,Massively Multiplayer,PvP,Combat,Open World,Action,Historical,Destruction,Battle Royale,Atmospheric,Violent,Sexual Content,Female Protagonist"
Halo: The Master Chief Collection,194850.0,Very Positive,"Great Soundtrack,FPS,Classic,Multiplayer,Story Rich,Sci-fi,Co-op,First-Person,Epic,Shooter,Action,Singleplayer,Aliens,Lore-Rich,Beautiful,Space,Atmospheric,Adventure,Horror,Online Co-Op"
Call of Duty®: Black Ops,156060.00000000003,Very Positive,"Action,FPS,Zombies,Multiplayer,Shooter,Singleplayer,Cold War,First-Person,War,Military,Online Co-Op,Co-op,Gore,Story Rich,Controller,Adventure,Linear,Massively Multiplayer,Horror,Great Soundtrack"
Tom Clancy's Ghost Recon® Breakpoint,260100.00000000006,Mostly Positive,"Open World,Action,Co-op,Singleplayer,Shooter,Multiplayer,Military,Third-Person Shooter,Stealth,Adventure,Realistic,Third Person,Online Co-Op,Tactical,Character Customization,FPS,Violent,Looter Shooter,Gore,Sexual Content"
Vampire Survivors,44850.0,Overwhelmingly Positive,"Action Roguelike,Bullet Hell,Pixel Graphics,Roguelite,2D,Indie,Vampire,Singleplayer,Casual,Arcade,Action,Roguelike,RPG,Controller,Retro,Score Attack,Action RPG,Dark Fantasy,Local Co-Op,1980s"
ULTRAKILL,127350.0,Overwhelmingly Positive,"Boomer Shooter,Character Action Game,Fast-Paced,FPS,Blood,Arena Shooter,Spectacle fighter,Retro,Singleplayer,Shooter,Difficult,First-Person,Colorful,Score Attack,Action,Great Soundtrack,Robots,Cyberpunk,Old School,Early Access"
Evil West,179850.0,Mostly Positive,"Beat 'em up,Western,Action-Adventure,Co-op,Third-Person Shooter,Character Action Game,Demons,Story Rich,Vampire,Action,Gore,Multiplayer,Singleplayer,Online Co-Op,Hack and Slash,Violent,Third Person,Shooter,RPG,Adventure"
ARMORED CORE™ VI FIRES OF RUBICON™,260100.00000000006,Very Positive,"Mechs,Character Customization,Action,Robots,Third Person,Combat,Fast-Paced,3D,Sci-fi,Souls-like,Multiplayer,Futuristic,Post-apocalyptic,Singleplayer,Difficult,Vehicular Combat,Soundtrack,Military,Action-Adventure,Atmospheric"
DARK SOULS™: REMASTERED,225420.00000000006,Very Positive,"Souls-like,Dark Fantasy,RPG,Difficult,Action,Dark,Fantasy,Atmospheric,Great Soundtrack,Action RPG,Lore-Rich,Adventure,Multiplayer,Exploration,Third Person,Story Rich,Replay Value,Character Customization,Soundtrack,Co-op"
Total War: WARHAMMER II,225420.00000000006,Very Positive,"Strategy,Fantasy,Turn-Based Strategy,RTS,Grand Strategy,War,Multiplayer,Games Workshop,Action,Turn-Based,Singleplayer,Dark Fantasy,Co-op,Tactical,Real Time Tactics,Story Rich,Atmospheric,Dwarf,Dinosaurs,Great Soundtrack"
Hades,127350.0,Overwhelmingly Positive,"Action Roguelike,Roguelite,Hack and Slash,Indie,Mythology,Action,Roguelike,Great Soundtrack,Singleplayer,RPG,Story Rich,Dungeon Crawler,Replay Value,Isometric,Difficult,Action RPG,Hand-drawn,Atmospheric,Perma Death,LGBTQ+"
Conan Exiles,225420.00000000006,Mostly Positive,"Survival,Open World,Building,Nudity,Open World Survival Craft,Crafting,Multiplayer,Sandbox,RPG,Massively Multiplayer,Adventure,Action,Online Co-Op,Exploration,Violent,Singleplayer,Co-op,Fantasy,Gore,PvP"
PAYDAY 2,49410.0,Very Positive,"Co-op,Action,FPS,Heist,Multiplayer,Looter Shooter,Online Co-Op,Stealth,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Funny,Simulation"
Banishers: Ghosts of New Eden,260100.00000000006,Very Positive,"Narration,Lore-Rich,Third Person,Emotional,Atmospheric,Action RPG,Exploration,RPG,Action-Adventure,Choices Matter,Horror,Story Rich,Action,Dark Fantasy,Fantasy,Vampire,Adventure,Cinematic,Supernatural,Combat"
Marvel’s Spider-Man: Miles Morales,260100.00000000006,Very Positive,"Action,Open World,Superhero,Singleplayer,Adventure,Third Person,Combat,Story Rich,Parkour,Exploration,Stealth,Action-Adventure,Comic Book,Beat 'em up,Multiplayer,Great Soundtrack,RPG,Beautiful,Sci-fi,LGBTQ+"
SCUM,225420.00000000006,Mostly Positive,"Survival,Open World Survival Craft,Multiplayer,Open World,Zombies,Nudity,Massively Multiplayer,Action,Realistic,Adventure,Singleplayer,Early Access,Crafting,FPS,Violent,Gore,PvP,Third Person,Indie,RPG"
Last Epoch,260100.00000000006,Mostly Positive,"Action RPG,Loot,Hack and Slash,RPG,Multiplayer,Isometric,Action,Adventure,Co-op,Indie,Top-Down,Dungeon Crawler,Singleplayer,Fantasy,Gore,Character Customization,Violent,Early Access,MMORPG,Magic"
Teardown,193350.0,Overwhelmingly Positive,"Destruction,Physics,Sandbox,Voxel,First-Person,Singleplayer,Heist,Open World,Realistic,3D,Simulation,Action,Puzzle,Driving,Indie,Immersive Sim,Replay Value,Tactical,Puzzle Platformer,Runner"
Crosshair X,67350.0,Very Positive,"Action,Indie,Adventure,Utilities,Shooter,Software,FPS,Game Development,Design & Illustration,Photo Editing,Animation & Modeling,Survival,Education,PvP,Third-Person Shooter,First-Person,War,Sandbox,Tactical,Third Person"
UBOAT,152550.0,Very Positive,"Simulation,World War II,Submarine,Naval Combat,Military,Naval,War,Open World,Singleplayer,Realistic,Historical,Action,Management,Moddable,Shooter,Physics,Replay Value,RTS,Sandbox,Survival"
Zombie Army 4: Dead War,35850.0,Very Positive,"Action,Zombies,Shooter,Multiplayer,Co-op,Third-Person Shooter,Third Person,Singleplayer,Gore,Adventure,Sniper,Horror,PvE,Violent,Alternate History,World War II,Combat,Dark,Demons,Open World"
PILGRIM,67350.0,Very Positive,"Exploration,Dungeon Crawler,Horror,PvE,Action-Adventure,3D,First-Person,Dark Comedy,Dark Humor,Post-apocalyptic,Psychological Horror,Action,Procedural Generation,Medieval,Adventure,Dark,Survival Horror,Co-op,Combat,Multiplayer"
Granblue Fantasy Versus: Rising,260100.00000000006,Very Positive,"Action,2D Fighter,Multiplayer,Anime,Fighting,Singleplayer,eSports,Action RPG,Fantasy,Competitive,Great Soundtrack,Local Multiplayer,Female Protagonist,Free to Play,Character Customization"
Avatar: Frontiers of Pandora™,260100.00000000006,Mixed,"Action,Adventure,Shooter,Exploration,Open World,First-Person,Sci-fi,Immersive Sim,Online Co-Op,3D,Atmospheric,Story Rich,Character Customization,Singleplayer,Multiplayer,Female Protagonist"
Pacific Drive,224850.0,Very Positive,"Story Rich,Survival,Driving,Exploration,Sci-fi,Survival Horror,Action,Adventure,Crafting,Atmospheric,First-Person,Post-apocalyptic,Transportation,Base Building,3D,Sandbox,Simulation,Investigation,Action-Adventure,Building"
Titanfall® 2,260100.00000000006,Overwhelmingly Positive,"FPS,Mechs,Multiplayer,Shooter,Action,Singleplayer,Parkour,Sci-fi,First-Person,Futuristic,PvP,Combat,Military,Fast-Paced,Team-Based,Time Travel,Hero Shooter,Violent,Co-op,Gore"
DOOM Eternal,260100.00000000006,Very Positive,"FPS,Action,Great Soundtrack,Gore,Fast-Paced,Violent,Demons,Shooter,First-Person,Singleplayer,Blood,Multiplayer,Sci-fi,Post-apocalyptic,Atmospheric,Mature,Story Rich,Difficult,Adventure,Horror"
Granblue Fantasy: Relink,260100.00000000006,Very Positive,"Anime,Action RPG,JRPG,Action,Online Co-Op,Multiplayer,Fantasy,RPG,Female Protagonist,Third Person,Singleplayer,Spectacle fighter,3D,Hack and Slash,Controller,Magic,Swordplay,Dragons,PvE,Tutorial"
Dead by Daylight - Tomb Raider Chapter,44850.0,Very Positive,"Action,Gore,Violent,Horror"
Call of Duty®: Modern Warfare® Remastered (2017),225420.00000000006,Mixed,"FPS,Singleplayer,Action,Multiplayer,Shooter,War,Military,First-Person,Controller,Violent,Story Rich,Remake,Co-op,Classic,Stealth,Casual,Gore,Zombies,World War II,Atmospheric"
Totally Accurate Battle Simulator,45750.0,Overwhelmingly Positive,"Sandbox,Simulation,Funny,War,Physics,Strategy,Singleplayer,Realistic,Indie,Adventure,Colorful,Fantasy,3D,Comedy,Action,Historical,Family Friendly,Cute,Wargame,Memes"
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,260100.00000000006,Very Positive,"Zombies,Third-Person Shooter,Hero Shooter,PvP,Funny,Character Customization,Action,Shooter,Team-Based,Multiplayer,Third Person,Casual,Controller,Cute,Colorful,Cartoon,Combat,Atmospheric,Co-op,Online Co-Op"
